Gene stable ID,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Gene type
ENSG00000296130,,600187,600999,X,lncRNA
ENSG00000296151,,23872110,23883575,X,lncRNA
ENSG00000233785,SAT1-DT,23772809,23783406,X,lncRNA
ENSG00000296180,,23826403,23829380,X,lncRNA
ENSG00000296219,,24372640,24396601,X,lncRNA
ENSG00000296231,,1248681,1263594,X,lncRNA
ENSG00000296240,,141066889,141092618,X,lncRNA
ENSG00000296247,,1248659,1249661,X,lncRNA
ENSG00000296276,,1552740,1565013,X,lncRNA
ENSG00000296295,,15746623,15758293,X,lncRNA
ENSG00000296303,,125384910,125394258,X,lncRNA
ENSG00000290746,CA5BP1,15674932,15703724,X,lncRNA
ENSG00000236393,LINC03099,40262540,40399092,X,lncRNA
ENSG00000296354,,71814817,71823738,X,lncRNA
ENSG00000296358,,40379507,40380529,X,lncRNA
ENSG00000286072,,112840233,113212186,X,lncRNA
ENSG00000296408,,112846669,112878939,X,lncRNA
ENSG00000296440,,82741350,82765613,X,lncRNA
ENSG00000236017,ASMTL-AS1,1401430,1414028,X,lncRNA
ENSG00000296573,,138423573,138480210,X,lncRNA
ENSG00000296590,,1883825,1894966,X,lncRNA
ENSG00000296675,,123780673,123794134,X,lncRNA
ENSG00000296679,,44648419,44651607,X,lncRNA
ENSG00000296700,,77786600,77787775,X,lncRNA
ENSG00000296760,,9198642,9205720,X,lncRNA
ENSG00000284377,,147180802,147271962,X,lncRNA
ENSG00000296782,,147183105,147228345,X,lncRNA
ENSG00000225833,ACE2-DT,15602858,15621485,X,lncRNA
ENSG00000296839,,7593237,7686818,X,lncRNA
ENSG00000296858,,109813673,109815112,X,lncRNA
ENSG00000226031,FGF13-AS1,138711452,138716617,X,lncRNA
ENSG00000296968,,114399480,114470799,X,lncRNA
ENSG00000296977,,132610960,132636208,X,lncRNA
ENSG00000259977,,37905935,37995831,X,lncRNA
ENSG00000296982,,1111322,1112300,X,lncRNA
ENSG00000296989,,30652739,30653178,X,lncRNA
ENSG00000290520,,55654705,55658399,X,lncRNA
ENSG00000297011,,64842802,64851049,X,lncRNA
ENSG00000297015,,119853510,119896093,X,lncRNA
ENSG00000297016,,149470904,149471966,X,lncRNA
ENSG00000297034,,119891422,119892451,X,lncRNA
ENSG00000297051,,17777087,17787389,X,lncRNA
ENSG00000297066,,52355900,52358823,X,lncRNA
ENSG00000268066,FMR1-AS1,147891981,147911817,X,lncRNA
ENSG00000237863,IRS4-AS1,108736009,108739718,X,lncRNA
ENSG00000297186,,109301684,109349086,X,lncRNA
ENSG00000285679,,7928443,8444335,X,lncRNA
ENSG00000297223,,8170858,8181233,X,lncRNA
ENSG00000297249,,31071768,31198592,X,lncRNA
ENSG00000293469,CHMP1B2P,80210619,80335364,X,lncRNA
ENSG00000297286,,78139155,78239418,X,lncRNA
ENSG00000232828,,48636633,48801376,X,lncRNA
ENSG00000281849,,386962,511616,X,lncRNA
ENSG00000231154,MORF4L2-AS1,103687243,103691772,X,lncRNA
ENSG00000297343,,48673368,48676410,X,lncRNA
ENSG00000297375,,24662730,24668489,X,lncRNA
ENSG00000287370,,64205915,64388372,X,lncRNA
ENSG00000236871,LINC00106,1392679,1400524,X,lncRNA
ENSG00000297424,,1337165,1341817,X,lncRNA
ENSG00000229563,LINC01204,45505373,45632121,X,lncRNA
ENSG00000297550,,123011842,123014291,X,lncRNA
ENSG00000297584,,68631402,68646529,X,lncRNA
ENSG00000297605,,32490500,32502039,X,lncRNA
ENSG00000297641,,7012607,7046460,X,lncRNA
ENSG00000297657,,14893357,14899842,X,lncRNA
ENSG00000261435,,39726827,39878056,X,lncRNA
ENSG00000297686,,39759355,39809447,X,lncRNA
ENSG00000297693,,103394198,103395784,X,lncRNA
ENSG00000297705,,39755694,39759981,X,lncRNA
ENSG00000297719,,134952701,135032805,X,lncRNA
ENSG00000297726,,6768823,6932972,X,lncRNA
ENSG00000297727,,39818219,39820803,X,lncRNA
ENSG00000236091,LINC02243,134949458,134959600,X,lncRNA
ENSG00000297744,,39820911,39822719,X,lncRNA
ENSG00000297768,,39819777,39820923,X,lncRNA
ENSG00000297788,,39766696,39767667,X,lncRNA
ENSG00000297813,,39755585,39756548,X,lncRNA
ENSG00000297828,,90996299,90996795,X,lncRNA
ENSG00000297845,,130527153,130530143,X,lncRNA
ENSG00000297847,,44860776,44872589,X,lncRNA
ENSG00000297873,,44867371,44872245,X,lncRNA
ENSG00000297976,,129778575,129780762,X,lncRNA
ENSG00000298012,,37888698,37896849,X,lncRNA
ENSG00000298034,,42424124,42430890,X,lncRNA
ENSG00000298059,,90458591,90462269,X,lncRNA
ENSG00000286523,,96105302,96372889,X,lncRNA
ENSG00000298103,,17861530,17880297,X,lncRNA
ENSG00000229491,,45183251,45333922,X,lncRNA
ENSG00000298134,,56488346,56564278,X,lncRNA
ENSG00000298253,,129523639,129526992,X,lncRNA
ENSG00000260683,,127491835,127662530,X,lncRNA
ENSG00000298367,,111544153,111630990,X,lncRNA
ENSG00000298409,,71777654,71784481,X,lncRNA
ENSG00000298422,,129296261,129362068,X,lncRNA
ENSG00000289479,,92099325,92105722,X,lncRNA
ENSG00000298502,,105768227,105797384,X,lncRNA
ENSG00000298669,,132020831,132025278,X,lncRNA
ENSG00000298688,,132022786,132023103,X,lncRNA
ENSG00000298691,,155732902,155767649,X,lncRNA
ENSG00000298740,,130022920,130024298,X,lncRNA
ENSG00000298742,,3735848,3743914,X,lncRNA
ENSG00000298752,,69503355,69506525,X,lncRNA
ENSG00000298798,,140087667,140159066,X,lncRNA
ENSG00000224294,PINCR,43176986,43226598,X,lncRNA
ENSG00000298911,,3806638,3809329,X,lncRNA
ENSG00000290748,,55280009,55353799,X,lncRNA
ENSG00000298984,,78653458,78722585,X,lncRNA
ENSG00000299048,,10177172,10179106,X,lncRNA
ENSG00000235304,LINC01281,39304956,39327423,X,lncRNA
ENSG00000299125,,12005080,12011351,X,lncRNA
ENSG00000285756,,3817524,3937855,X,lncRNA
ENSG00000286431,,3815096,3876789,X,lncRNA
ENSG00000235437,LINC01278,63222993,63561095,X,lncRNA
ENSG00000289870,,109734654,109774764,X,lncRNA
ENSG00000299352,,45115573,45127072,X,lncRNA
ENSG00000289365,,109733377,109737577,X,lncRNA
ENSG00000290713,,71716260,71720818,X,lncRNA
ENSG00000299522,,39904790,39906743,X,lncRNA
ENSG00000299659,,72935836,72937460,X,lncRNA
ENSG00000299685,,8987882,8993132,X,lncRNA
ENSG00000299699,,65772916,65840904,X,lncRNA
ENSG00000286085,,145674200,145820910,X,lncRNA
ENSG00000299734,,94569224,94600352,X,lncRNA
ENSG00000299742,,145843614,145875772,X,lncRNA
ENSG00000288595,,114040374,114056423,X,lncRNA
ENSG00000299780,,113970789,113977700,X,lncRNA
ENSG00000293448,,103702210,103728655,X,lncRNA
ENSG00000299816,,38560807,38562766,X,lncRNA
ENSG00000299839,,109828340,109829771,X,lncRNA
ENSG00000299900,,2500245,2503113,X,lncRNA
ENSG00000299918,,2373008,2373119,X,lncRNA
ENSG00000230317,LINC01284,51079060,51396884,X,lncRNA
ENSG00000236120,LINC03070,5653418,5726388,X,lncRNA
ENSG00000300004,,42778361,42784004,X,lncRNA
ENSG00000300069,,11831575,11832516,X,lncRNA
ENSG00000286163,,121014317,121298035,X,lncRNA
ENSG00000300098,,121092808,121136318,X,lncRNA
ENSG00000300121,,121019922,121047761,X,lncRNA
ENSG00000300140,,88495614,88613490,X,lncRNA
ENSG00000300160,,39486830,39501694,X,lncRNA
ENSG00000300177,,37043203,37045111,X,lncRNA
ENSG00000287776,,122422001,122479732,X,lncRNA
ENSG00000300315,,39046371,39132188,X,lncRNA
ENSG00000300338,,39042524,39065457,X,lncRNA
ENSG00000232412,STAG2-AS1,123923111,123961639,X,lncRNA
ENSG00000300464,,80013426,80022784,X,lncRNA
ENSG00000290734,,48114936,48120691,X,lncRNA
ENSG00000300611,,39536683,39602386,X,lncRNA
ENSG00000287806,,131157768,131407083,X,lncRNA
ENSG00000300762,,131200821,131227304,X,lncRNA
ENSG00000224610,,39138146,39299811,X,lncRNA
ENSG00000300848,,39158033,39172202,X,lncRNA
ENSG00000300880,,94193182,94193577,X,lncRNA
ENSG00000300913,,18832026,18833999,X,lncRNA
ENSG00000300926,,71906909,71911977,X,lncRNA
ENSG00000300962,,113547209,113551696,X,lncRNA
ENSG00000286118,,52919799,52934783,X,lncRNA
ENSG00000301008,,52935241,52936323,X,lncRNA
ENSG00000228933,,27016335,27399033,X,lncRNA
ENSG00000301130,,42839654,42947054,X,lncRNA
ENSG00000301170,,129771553,129777554,X,lncRNA
ENSG00000204904,LINC01545,46886710,46912738,X,lncRNA
ENSG00000301267,,125204527,125245641,X,lncRNA
ENSG00000301275,,65575741,65595479,X,lncRNA
ENSG00000301283,,125205861,125213316,X,lncRNA
ENSG00000231937,,152138323,152186857,X,lncRNA
ENSG00000301333,,115311310,115343336,X,lncRNA
ENSG00000301355,,115312472,115315882,X,lncRNA
ENSG00000301433,,50180005,50197291,X,lncRNA
ENSG00000301466,,21429577,21431953,X,lncRNA
ENSG00000301494,,26350317,26558381,X,lncRNA
ENSG00000301498,,138264400,138269737,X,lncRNA
ENSG00000301521,,72305961,72311886,X,lncRNA
ENSG00000237531,,990101,994374,X,lncRNA
ENSG00000301679,,100539168,100606270,X,lncRNA
ENSG00000301689,,41261302,41335064,X,lncRNA
ENSG00000223714,LINC02601,41275626,41277443,X,lncRNA
ENSG00000301726,,41332658,41333185,X,lncRNA
ENSG00000301736,,34532519,34535417,X,lncRNA
ENSG00000301757,,16759970,16786358,X,lncRNA
ENSG00000301765,,37867497,37888108,X,lncRNA
ENSG00000301792,,129091348,129234595,X,lncRNA
ENSG00000301838,,130047208,130060967,X,lncRNA
ENSG00000301847,,134003400,134005501,X,lncRNA
ENSG00000301848,,129134773,129141178,X,lncRNA
ENSG00000301854,,130057883,130060585,X,lncRNA
ENSG00000301893,,21658510,21689940,X,lncRNA
ENSG00000301928,,83491532,83507093,X,lncRNA
ENSG00000301963,,3970920,3978402,X,lncRNA
ENSG00000302007,,120560806,120591276,X,lncRNA
ENSG00000302040,,6613331,6614055,X,lncRNA
ENSG00000280870,MIR325HG,76656866,77014532,X,lncRNA
ENSG00000302095,,76656548,76694667,X,lncRNA
ENSG00000302260,,75523237,75669365,X,lncRNA
ENSG00000302321,,119386269,119386815,X,lncRNA
ENSG00000302332,,119501832,119523151,X,lncRNA
ENSG00000302350,,119486366,119487060,X,lncRNA
ENSG00000230153,LINC02927,150875735,150920938,X,lncRNA
ENSG00000302366,,119502920,119503515,X,lncRNA
ENSG00000302383,,150898862,150899468,X,lncRNA
ENSG00000277215,SPANXA2-OT1,141176743,141649927,X,lncRNA
ENSG00000224765,LINC02931,137412444,137569203,X,lncRNA
ENSG00000302450,,137548292,137550503,X,lncRNA
ENSG00000302460,,154381481,154389797,X,lncRNA
ENSG00000302465,,122085740,122087389,X,lncRNA
ENSG00000302471,,154388002,154388794,X,lncRNA
ENSG00000302488,,154389028,154389616,X,lncRNA
ENSG00000302568,,121540921,121561970,X,lncRNA
ENSG00000284391,,70427346,70435378,X,lncRNA
ENSG00000281566,LINC03077,98450688,99071363,X,lncRNA
ENSG00000302645,,55511492,55652451,X,lncRNA
ENSG00000302677,,101597244,101599486,X,lncRNA
ENSG00000302702,,101645149,101645829,X,lncRNA
ENSG00000289287,,114594347,114606897,X,lncRNA
ENSG00000302729,,9272499,9352142,X,lncRNA
ENSG00000228543,,9249414,9275206,X,lncRNA
ENSG00000302773,,9335758,9343197,X,lncRNA
ENSG00000302774,,115547549,115549221,X,lncRNA
ENSG00000302782,,153030193,153031850,X,lncRNA
ENSG00000302791,,9342706,9343451,X,lncRNA
ENSG00000289570,,39991262,40014938,X,lncRNA
ENSG00000223486,LINC03053,40006365,40012201,X,lncRNA
ENSG00000302929,,40013240,40013921,X,lncRNA
ENSG00000302958,,39928935,39953817,X,lncRNA
ENSG00000302967,,115345616,115412370,X,lncRNA
ENSG00000302988,,115362336,115363222,X,lncRNA
ENSG00000302991,,39950725,39954973,X,lncRNA
ENSG00000303020,,40102678,40117415,X,lncRNA
ENSG00000288856,,40171320,40173075,X,lncRNA
ENSG00000303031,,151552235,151554757,X,lncRNA
ENSG00000303056,,40144529,40145786,X,lncRNA
ENSG00000303077,,40098874,40100108,X,lncRNA
ENSG00000303079,,70467407,70479313,X,lncRNA
ENSG00000233103,,42043791,42054962,X,lncRNA
ENSG00000303092,,40174852,40175754,X,lncRNA
ENSG00000231651,DLG3-AS1,70452956,70456077,X,lncRNA
ENSG00000303112,,40171713,40172520,X,lncRNA
ENSG00000289132,,80808285,80845931,X,lncRNA
ENSG00000234390,USP27X-DT,49876242,49879440,X,lncRNA
ENSG00000281852,LINC00891,71697015,71706455,X,lncRNA
ENSG00000303214,,108218151,108220379,X,lncRNA
ENSG00000303236,,20364774,20366372,X,lncRNA
ENSG00000303286,,130277620,130280155,X,lncRNA
ENSG00000291017,,71662986,71670143,X,lncRNA
ENSG00000303315,,93939745,94025476,X,lncRNA
ENSG00000303321,,131661461,131664414,X,lncRNA
ENSG00000303363,,16577199,16583683,X,lncRNA
ENSG00000288739,,55488568,55490449,X,lncRNA
ENSG00000303456,,79108124,79108402,X,lncRNA
ENSG00000303481,,125985296,126110137,X,lncRNA
ENSG00000303488,,136421476,136422224,X,lncRNA
ENSG00000303514,,90231359,90265227,X,lncRNA
ENSG00000303515,,119209070,119209636,X,lncRNA
ENSG00000274536,MIR223HG,66012419,66020430,X,lncRNA
ENSG00000303603,,30138244,30215524,X,lncRNA
ENSG00000303626,,72050214,72072689,X,lncRNA
ENSG00000303640,,72132298,72132923,X,lncRNA
ENSG00000303644,,112637560,112740261,X,lncRNA
ENSG00000204620,,48567591,48574902,X,lncRNA
ENSG00000303654,,118822558,118823673,X,lncRNA
ENSG00000303663,,112477694,112535682,X,lncRNA
ENSG00000303677,,112688538,112719137,X,lncRNA
ENSG00000303680,,78932063,78945304,X,lncRNA
ENSG00000286366,,119791716,119835056,X,lncRNA
ENSG00000228459,LINC01546,3271504,3291550,X,lncRNA
ENSG00000303749,,28042572,28108541,X,lncRNA
ENSG00000303789,,74385568,74420659,X,lncRNA
ENSG00000303837,,267677,276210,X,lncRNA
ENSG00000303863,,278946,281825,X,lncRNA
ENSG00000303890,,118715273,118717865,X,lncRNA
ENSG00000303910,,140503232,140598288,X,lncRNA
ENSG00000303923,,31350617,31367733,X,lncRNA
ENSG00000303925,,89501877,89539351,X,lncRNA
ENSG00000303947,,111001587,111109865,X,lncRNA
ENSG00000303980,,35890854,35900225,X,lncRNA
ENSG00000304002,,27981517,28001369,X,lncRNA
ENSG00000283638,MIR106AHG,134168911,134174129,X,lncRNA
ENSG00000304092,,55796977,55908153,X,lncRNA
ENSG00000304131,,113212702,113304273,X,lncRNA
ENSG00000290686,,52622935,52633948,X,lncRNA
ENSG00000281091,LL0XNC01-250H12.3,103404743,103518719,X,lncRNA
ENSG00000304235,,131838389,131854856,X,lncRNA
ENSG00000224292,PORCN-DT,48506453,48508906,X,lncRNA
ENSG00000287619,,103534987,103586478,X,lncRNA
ENSG00000304280,,103591920,103629683,X,lncRNA
ENSG00000304307,,103436959,103464910,X,lncRNA
ENSG00000304365,,81682316,81682556,X,lncRNA
ENSG00000304385,,94620026,94704267,X,lncRNA
ENSG00000304403,,94697798,94747069,X,lncRNA
ENSG00000304417,,24200600,24297422,X,lncRNA
ENSG00000232160,RAP2C-AS1,132161687,132432862,X,lncRNA
ENSG00000304431,,21819991,21839564,X,lncRNA
ENSG00000304452,,24146791,24148969,X,lncRNA
ENSG00000288783,,50161905,50162521,X,lncRNA
ENSG00000304511,,30497505,30499661,X,lncRNA
ENSG00000304513,,91616866,91753301,X,lncRNA
ENSG00000304535,,91752792,91777974,X,lncRNA
ENSG00000304549,,91772093,91783185,X,lncRNA
ENSG00000304551,,86812210,86983563,X,lncRNA
ENSG00000304633,,27832503,27840695,X,lncRNA
ENSG00000304644,,127075476,127077577,X,lncRNA
ENSG00000304664,,26114242,26204786,X,lncRNA
ENSG00000304725,,105910585,106007975,X,lncRNA
ENSG00000226725,PABPC1L2B-AS1,72945831,73080073,X,lncRNA
ENSG00000231963,,73078290,73087816,X,lncRNA
ENSG00000304825,,90345872,90378612,X,lncRNA
ENSG00000304849,,54053301,54057568,X,lncRNA
ENSG00000304904,,44542413,44559912,X,lncRNA
ENSG00000234161,PABPC5-AS1,91277171,91435246,X,lncRNA
ENSG00000230899,MAGEA8-AS1,149876186,149897038,X,lncRNA
ENSG00000305030,,81492056,81492882,X,lncRNA
ENSG00000305051,,11787709,11794710,X,lncRNA
ENSG00000203650,LINC01285,118839538,118919669,X,lncRNA
ENSG00000225689,,128027322,129326707,X,lncRNA
ENSG00000305130,,118855386,118856068,X,lncRNA
ENSG00000238178,MAGEB17-AS1,16152941,16170869,X,lncRNA
ENSG00000305216,,11732689,11750447,X,lncRNA
ENSG00000237341,SYP-AS1,49198833,49202457,X,lncRNA
ENSG00000223438,,141625813,141626752,X,lncRNA
ENSG00000227060,LINC00629,134549747,134560401,X,lncRNA
ENSG00000223749,MIR503HG,134543118,134549644,X,lncRNA
ENSG00000305308,,35614357,35625842,X,lncRNA
ENSG00000305363,,19132307,19164579,X,lncRNA
ENSG00000305399,,20115406,20116334,X,lncRNA
ENSG00000305418,,2809598,2828840,X,lncRNA
ENSG00000305467,,3450334,3520490,X,lncRNA
ENSG00000285899,,43279489,43438662,X,lncRNA
ENSG00000305486,,3469150,3479163,X,lncRNA
ENSG00000305500,,49757606,49759590,X,lncRNA
ENSG00000241743,XACT,113616300,114059289,X,lncRNA
ENSG00000287918,,151303384,151397142,X,lncRNA
ENSG00000305559,,152801119,152814627,X,lncRNA
ENSG00000305567,,47803095,47807038,X,lncRNA
ENSG00000305574,,151459367,151550669,X,lncRNA
ENSG00000287171,LINC03113,8487165,8504564,X,lncRNA
ENSG00000214915,,151515236,151520095,X,lncRNA
ENSG00000305612,,11351278,11351708,X,lncRNA
ENSG00000305614,,1169151,1179160,X,lncRNA
ENSG00000305821,,98527519,98529723,X,lncRNA
ENSG00000305835,,120055430,120056445,X,lncRNA
ENSG00000305839,,54636233,54710583,X,lncRNA
ENSG00000280195,,154396878,154398842,X,lncRNA
ENSG00000305876,,47358442,47362103,X,lncRNA
ENSG00000286767,,113157836,113188018,X,lncRNA
ENSG00000305974,,109859962,109861298,X,lncRNA
ENSG00000228659,LINC01201,130981590,131067468,X,lncRNA
ENSG00000306049,,8803058,8822151,X,lncRNA
ENSG00000306059,,114713923,114813702,X,lncRNA
ENSG00000306065,,47630022,47642350,X,lncRNA
ENSG00000290714,,71760757,71765298,X,lncRNA
ENSG00000236751,LINC01186,46256759,46327716,X,lncRNA
ENSG00000306237,,38225228,38227644,X,lncRNA
ENSG00000306298,,20607431,20727047,X,lncRNA
ENSG00000306376,,102306588,102314911,X,lncRNA
ENSG00000306433,,46758627,46772960,X,lncRNA
ENSG00000306484,,12971512,12974985,X,lncRNA
ENSG00000306507,,12951121,12954458,X,lncRNA
ENSG00000288817,,12972693,12975257,X,lncRNA
ENSG00000306697,,135741051,135744450,X,lncRNA
ENSG00000285896,LINC03114,8897642,8927153,X,lncRNA
ENSG00000289127,,38806998,39019648,X,lncRNA
ENSG00000238123,MID1IP1-AS1,38779495,38870856,X,lncRNA
ENSG00000306747,,68923168,69084586,X,lncRNA
ENSG00000235806,,38770294,38800554,X,lncRNA
ENSG00000306777,,9414547,9444667,X,lncRNA
ENSG00000306793,,68985377,69040766,X,lncRNA
ENSG00000306798,,148129017,148255228,X,lncRNA
ENSG00000306814,,16084172,16090878,X,lncRNA
ENSG00000306822,,148086934,148129476,X,lncRNA
ENSG00000306823,,68927266,68942719,X,lncRNA
ENSG00000306898,,119141694,119142796,X,lncRNA
ENSG00000306932,,115472877,115509419,X,lncRNA
ENSG00000306982,,84857352,84876373,X,lncRNA
ENSG00000306998,,84871522,84881816,X,lncRNA
ENSG00000273877,,153225628,153230357,X,lncRNA
ENSG00000215162,LINC00269,69179553,69209924,X,lncRNA
ENSG00000307069,,47076774,47129941,X,lncRNA
ENSG00000307072,,83507696,83510775,X,lncRNA
ENSG00000288759,,47129237,47139794,X,lncRNA
ENSG00000233145,,140017187,140018049,X,lncRNA
ENSG00000307210,,69104950,69145013,X,lncRNA
ENSG00000307263,,144202658,144203072,X,lncRNA
ENSG00000237221,PPEF1-AS1,18688634,18692701,X,lncRNA
ENSG00000233067,PTCHD1-AS,22162728,23333685,X,lncRNA
ENSG00000307341,,123187629,123514592,X,lncRNA
ENSG00000307366,,123183540,123183951,X,lncRNA
ENSG00000233403,,25819184,25893544,X,lncRNA
ENSG00000307423,,106008150,106009695,X,lncRNA
ENSG00000307531,,5149581,5151795,X,lncRNA
ENSG00000307552,,95290239,95346106,X,lncRNA
ENSG00000307559,,52193292,52193974,X,lncRNA
ENSG00000307588,,153077685,153092448,X,lncRNA
ENSG00000307619,,12892127,12897074,X,lncRNA
ENSG00000234129,HCCS-DT,10847543,11111284,X,lncRNA
ENSG00000307678,,10900890,10929484,X,lncRNA
ENSG00000286794,,102141544,102143976,X,lncRNA
ENSG00000307804,,28659519,28666339,X,lncRNA
ENSG00000223511,LINC02968,1657735,1763312,X,lncRNA
ENSG00000307846,,154342285,154343283,X,lncRNA
ENSG00000307867,,154342510,154343086,X,lncRNA
ENSG00000258545,RHOXF1-AS1,120036236,120146855,X,lncRNA
ENSG00000307880,,142264062,142270320,X,lncRNA
ENSG00000307891,,15854902,15856418,X,lncRNA
ENSG00000289237,,15853816,15854112,X,lncRNA
ENSG00000307914,,120143577,120145500,X,lncRNA
ENSG00000293328,NKAPP1,120178488,120245284,X,lncRNA
ENSG00000307948,,154762332,154763343,X,lncRNA
ENSG00000286650,,130110659,130170550,X,lncRNA
ENSG00000308122,,21844911,21856205,X,lncRNA
ENSG00000308198,,39383632,39387017,X,lncRNA
ENSG00000233928,,33726048,34380499,X,lncRNA
ENSG00000287757,,48071209,48078723,X,lncRNA
ENSG00000308264,,44670162,44698517,X,lncRNA
ENSG00000308265,,153164162,153164875,X,lncRNA
ENSG00000289068,,39653211,39679337,X,lncRNA
ENSG00000224533,TMLHE-AS1,155457738,155611616,X,lncRNA
ENSG00000224216,,155334858,155382951,X,lncRNA
ENSG00000290643,,155348743,155351137,X,lncRNA
ENSG00000308412,,104668683,104670376,X,lncRNA
ENSG00000308465,,18353738,18358886,X,lncRNA
ENSG00000308487,,154343320,154344112,X,lncRNA
ENSG00000308582,,68865251,68868540,X,lncRNA
ENSG00000234696,GPR50-AS1,151175175,151177836,X,lncRNA
ENSG00000269993,,151181612,151182856,X,lncRNA
ENSG00000229967,MAGEA4-AS1,151904425,151919584,X,lncRNA
ENSG00000308655,,145504283,145507618,X,lncRNA
ENSG00000308681,,150013388,150028820,X,lncRNA
ENSG00000308704,,107677119,107678014,X,lncRNA
ENSG00000308713,,129632115,129651993,X,lncRNA
ENSG00000227610,FRMPD3-AS1,107493619,107547780,X,lncRNA
ENSG00000308732,,129631858,129636259,X,lncRNA
ENSG00000226679,,38221044,38223680,X,lncRNA
ENSG00000235244,DANT2,115694493,115969214,X,lncRNA
ENSG00000229335,DANT1,115840798,115908066,X,lncRNA
ENSG00000308814,,149363214,149436309,X,lncRNA
ENSG00000287017,,147279481,147363006,X,lncRNA
ENSG00000308827,,149435830,149461688,X,lncRNA
ENSG00000308829,,115968790,115982041,X,lncRNA
ENSG00000308831,,28376458,28425667,X,lncRNA
ENSG00000308839,,68828225,68828844,X,lncRNA
ENSG00000289575,,87723928,87728735,X,lncRNA
ENSG00000224281,SLC25A5-AS1,119465986,119469783,X,lncRNA
ENSG00000308973,,48021824,48027415,X,lncRNA
ENSG00000309030,,84717592,84838747,X,lncRNA
ENSG00000309053,,84714023,84751771,X,lncRNA
ENSG00000230844,ZNF674-AS1,46545438,46564575,X,lncRNA
ENSG00000309096,,15940557,15948182,X,lncRNA
ENSG00000309214,,53440432,53502744,X,lncRNA
ENSG00000309327,,25019930,25138510,X,lncRNA
ENSG00000309342,,25017278,25021468,X,lncRNA
ENSG00000291040,CD99P1,2608406,2666596,X,lncRNA
ENSG00000235703,EOLA2-DT,149938613,150224580,X,lncRNA
ENSG00000289596,,13044695,13156774,X,lncRNA
ENSG00000289007,LINC03112,2566022,2609292,X,lncRNA
ENSG00000309436,,29454808,29478717,X,lncRNA
ENSG00000309443,,13143440,13251349,X,lncRNA
ENSG00000309444,,24969516,25003349,X,lncRNA
ENSG00000309448,,2583664,2606031,X,lncRNA
ENSG00000309459,,13238939,13289754,X,lncRNA
ENSG00000309462,,44195121,44197717,X,lncRNA
ENSG00000235385,LINC02154,13266032,13308637,X,lncRNA
ENSG00000309495,,13291279,13309927,X,lncRNA
ENSG00000287215,,52195836,52266130,X,lncRNA
ENSG00000309508,,115722442,115725254,X,lncRNA
ENSG00000289959,,13089740,13091298,X,lncRNA
ENSG00000309530,,115721884,115723542,X,lncRNA
ENSG00000309531,,52261928,52262998,X,lncRNA
ENSG00000230159,,116692476,116818093,X,lncRNA
ENSG00000288098,,141934496,142740581,X,lncRNA
ENSG00000225235,INTS6L-AS1,135519878,135521688,X,lncRNA
ENSG00000309605,,131817055,131836730,X,lncRNA
ENSG00000309646,,134932230,134947262,X,lncRNA
ENSG00000309668,,10155692,10156915,X,lncRNA
ENSG00000309709,,27856380,27857500,X,lncRNA
ENSG00000309710,,17713822,17737120,X,lncRNA
ENSG00000309711,,153175215,153179240,X,lncRNA
ENSG00000309836,,107711279,107712051,X,lncRNA
ENSG00000287024,,129675884,129678476,X,lncRNA
ENSG00000309870,,76114294,76152796,X,lncRNA
ENSG00000225882,LINC01456,17884619,18104791,X,lncRNA
ENSG00000309885,,76145498,76150807,X,lncRNA
ENSG00000309899,,18104290,18123540,X,lncRNA
ENSG00000309957,,126165976,126174336,X,lncRNA
ENSG00000310029,,153041417,153056805,X,lncRNA
ENSG00000290955,,36678678,36985693,X,lncRNA
ENSG00000236064,,107857364,107936596,X,lncRNA
ENSG00000283380,,20769718,21374265,X,lncRNA
ENSG00000310220,,69363114,69380329,X,lncRNA
ENSG00000310232,,122222350,122248546,X,lncRNA
ENSG00000310248,,72239163,72240191,X,lncRNA
ENSG00000310315,,31564024,31581013,X,lncRNA
ENSG00000310384,,134186913,134188735,X,lncRNA
ENSG00000310447,,82118976,82125243,X,lncRNA
ENSG00000310460,,102372176,102380548,X,lncRNA
ENSG00000304599,,155952118,155959322,X,lncRNA
ENSG00000185203,WASIR1,156014615,156016885,X,lncRNA
ENSG00000295939,,70928030,70947036,X,lncRNA
ENSG00000297794,,71016530,71018073,X,lncRNA
ENSG00000184481,FOXO4,71095851,71103535,X,protein_coding
ENSG00000228427,,71122433,71198507,X,lncRNA
ENSG00000309562,,51629445,51655198,X,lncRNA
ENSG00000303774,,51857623,51867517,X,lncRNA
ENSG00000279750,,52053176,52055763,X,lncRNA
ENSG00000287767,,51325488,51330684,X,lncRNA
ENSG00000122824,NUDT10,51332231,51337525,X,protein_coding
ENSG00000226530,,51395901,51465839,X,lncRNA
ENSG00000187690,EZHIP,51406948,51408843,X,protein_coding
ENSG00000196368,NUDT11,51490011,51496592,X,protein_coding
ENSG00000234766,LINC01496,51498490,51511203,X,lncRNA
ENSG00000224109,CENPVL3,51617020,51618912,X,protein_coding
ENSG00000283093,CENPVL2,51681212,51682831,X,protein_coding
ENSG00000223591,CENPVL1,51710512,51712131,X,protein_coding
ENSG00000228827,,51903338,51903850,X,unprocessed_pseudogene
ENSG00000232951,IPO7P1,51921864,51922499,X,processed_pseudogene
ENSG00000237528,UQCR10P1,51923552,51923740,X,processed_pseudogene
